epoch,loss,iou,dice,accuracy,val_loss,val_iou,val_dice,val_accuracy
0,0.6774937468937465,0.203480882170915,0.33643332234750356,0.5520918884277344,0.6627014319101969,0.2015607179129799,0.33488386044904395,0.687542470296224
1,0.6325860811642238,0.24029392197994143,0.38571855290667484,0.6275419921875,0.6340476910273234,0.2339833630181836,0.37866434892260353,0.7266672770182292
2,0.5988116655349731,0.27094427404807914,0.42432956783790476,0.6754393920898437,0.5905469059944153,0.27767245473559643,0.43373636324413484,0.7216833750406901
3,0.5666014442784446,0.3043675689229668,0.4642595299236027,0.7249441702706473,0.5642976562182108,0.3059472982293735,0.46767445494787613,0.8005983988444011
4,0.5322066312517438,0.3434401680054367,0.5087600335978202,0.7713346296037946,0.5358694593111674,0.32834769625524113,0.493221421618789,0.7569407145182292
5,0.49970951100758143,0.3854759728919015,0.5533352568403843,0.8133676016671317,0.4923222263654073,0.38936126508142127,0.5591706584375304,0.8637383778889974
6,0.4657399557658604,0.4316864768790972,0.6008308479385975,0.8580892159598215,0.4735470692316691,0.4285243831659226,0.5980766122332152,0.8755629221598308
7,0.437327825478145,0.4768411713255987,0.6429395684508072,0.8896307547433036,0.48683177630106605,0.38038951375008484,0.5491293591458891,0.8049910227457683
8,0.40940316227504187,0.5236959356637654,0.6848932083809308,0.9018562491280692,0.4239695688088735,0.4990555847342317,0.6645802296208232,0.8986117045084635
9,0.3856030205658504,0.564949401893848,0.7195365400644179,0.9103770228794643,0.40519489447275797,0.5253906977474074,0.6872822911116109,0.9102041880289714
10,0.36934116295405794,0.5916429698614011,0.7410264952791537,0.9144870082310268,0.38961172103881836,0.5669566236235529,0.7218552490592074,0.9066244761149088
11,0.35317832643645153,0.6228040040416707,0.7654046733523371,0.9208719395228795,0.37450934449831647,0.5741416356716933,0.7278730168421278,0.9149937947591146
12,0.340766727243151,0.6460759931026328,0.7828551491761391,0.9242353777204241,0.37839696407318113,0.5825281054223628,0.7343005443511856,0.9080530802408854
13,0.3305776613269533,0.6670438534381021,0.7981741312329861,0.9282760925292969,0.35423009395599364,0.6317220827099217,0.77365673728067,0.9247062683105469
14,0.320170848608017,0.6836188266028302,0.8102443302678783,0.9309840698242188,0.34005170265833534,0.6393809233762143,0.7781163446788649,0.9260217030843099
15,0.3121141425882067,0.6976553767815113,0.8201353816874535,0.9334342694963728,0.3395860036214193,0.6364538780307886,0.7751136342210511,0.9264223734537761
16,0.3049570188862937,0.7074312915193226,0.826827389160475,0.9348094177246093,0.3488311986128489,0.6155599788888324,0.7596108959976203,0.9244187672932943
17,0.3001189948490688,0.7192887031978029,0.835105167573704,0.9374369812011719,0.3222319225470225,0.6564345108124446,0.7903210799219963,0.9256482442220052
18,0.28864658600943427,0.7403654141071795,0.8495059910143383,0.9412398202078683,0.3210917830467224,0.6644148074307796,0.7967377301814175,0.9261571248372396
19,0.2844047317504883,0.749109879817472,0.8552811979651358,0.9424339686802455,0.3120230197906494,0.675486260547848,0.8056639756867672,0.9277266184488933
20,0.276082444531577,0.7637185691007888,0.8648857218727719,0.9452315979003906,0.31923028230667116,0.6458553885464211,0.7817518208409233,0.9180575052897135
21,0.2732135751588004,0.7667868763989228,0.8667270017691149,0.9455385960170201,0.31700668334960935,0.6563497627044558,0.7892374392238526,0.930010732014974
22,0.2688790009532656,0.77595190062642,0.8726414089880883,0.9470305306570871,0.3110958735148112,0.6726062515670522,0.8018337350886118,0.9315954844156901
23,0.2648293101446969,0.7796113117101467,0.8749891634608162,0.9475062953404018,0.3118773579597473,0.666380424724093,0.7980233148829086,0.927752685546875
24,0.2627721302849906,0.7837872593426221,0.877686775700064,0.9481870901925223,0.3146059612433116,0.660164020651378,0.7913035179033491,0.9306994120279948
25,0.25840664621761866,0.7945554225218306,0.884544615770879,0.9502811322893415,0.3026669939359029,0.6949136778704402,0.8185820489671225,0.932894770304362
26,0.25313533316339765,0.805137150609843,0.8911137781184668,0.9524780622209822,0.2986145575841268,0.6987784625812646,0.8206137839439109,0.9354246775309245
27,0.25023672080039977,0.8128650173413324,0.8958380745491782,0.9537090846470424,0.29842638969421387,0.6957488351302125,0.8196844052713553,0.9316279093424479
28,0.24975806525775365,0.8135982529926824,0.8963741761743471,0.9537571890694755,0.3013046900431315,0.6512668279304389,0.7854208540117233,0.9160764058430989
29,0.24631303777013505,0.8169993552195395,0.898463614630188,0.9542734244210379,0.30154235164324444,0.7149692908066434,0.8328883928883521,0.9389438629150391
30,0.24364819523266384,0.8259058407572966,0.903727445226244,0.9557240339006696,0.29810419082641604,0.6894723391224543,0.8139414700450103,0.9273817698160808
31,0.23989075567041124,0.8320319656133068,0.9075169282377379,0.9570764857700893,0.2937496503194173,0.7052864255147842,0.8247890387741638,0.9361192067464192
32,0.23853280164514268,0.8329095795788023,0.9080680452544831,0.9570233372279576,0.2924410025278727,0.7149372290121668,0.8326760556457393,0.9377307891845703
33,0.2349940036705562,0.83842943472141,0.9114641731329258,0.9579213605608259,0.28451718091964723,0.7164000846939637,0.8330682522416611,0.9374011993408203
34,0.2333391454901014,0.8423787041233437,0.9135580843275485,0.9587778015136719,0.29793001810709635,0.7065253043011176,0.8256102782753223,0.9367969512939454
35,0.23255189728736878,0.8456786015869865,0.9156820162251422,0.959181413922991,0.28448303540547687,0.7112445537458679,0.8288050887767536,0.9379639943440755
36,0.229986976146698,0.8532042277673566,0.9202383497910325,0.9606958661760603,0.28086952765782675,0.7023762958981643,0.8231313451392519,0.9376605987548828
37,0.22872227091448646,0.8513931358052964,0.918974458272673,0.960075936453683,0.2852352142333984,0.6893479762170565,0.812171737223052,0.9313287099202474
