epoch,loss,iou,dice,accuracy,val_loss,val_iou,val_dice,val_accuracy
0,0.7102205439976284,0.17893061872221064,0.30221717542385895,0.5356910705566407,0.7094576557477316,0.17183146508613603,0.2924926061077935,0.6042494455973307
1,0.6757281766619001,0.2049511211009979,0.33882448543366606,0.5827243695940291,0.6774883429209392,0.20351448711738127,0.3373486688452024,0.6252862294514974
2,0.6639637923240662,0.21361383050392024,0.35074057672905057,0.595373295375279,0.6639451861381531,0.21221082372319328,0.34921455453974476,0.5581885019938151
3,0.6545109163011823,0.2230670032217777,0.36284624627532536,0.609534912109375,0.6625291148821513,0.21429121824093328,0.35215046483756635,0.6284001668294271
4,0.6439485675948007,0.23047471080212464,0.373365563006177,0.6270578874860491,0.6519632339477539,0.21487509815105826,0.353023216987902,0.6477418263753255
5,0.6364192254202706,0.2376518612798012,0.3827159683468083,0.633225337437221,0.6583650588989258,0.21425171957168324,0.3522302734515314,0.6056702931722006
6,0.6279282133919852,0.24610158292546994,0.39345686796390006,0.6502269199916295,0.6296927412350972,0.23436304946699965,0.37884649042165536,0.5978248596191407
7,0.6221573061602457,0.2511241161704374,0.39928996970259883,0.6562957545689174,0.6307386080423991,0.23519111704039336,0.38003323039717923,0.6208508809407552
8,0.6130536014693124,0.2595629177330142,0.41029258325859597,0.6657707650320871,0.6203540285428365,0.25372115725951394,0.40401257160855997,0.7130513509114583
9,0.6061331367492676,0.2655304636491149,0.4179369495131399,0.6787940761021205,0.6187020540237427,0.24771256637220906,0.3961926428072829,0.722033437093099
10,0.596675215108054,0.27658393819895666,0.4312349522306309,0.7000905500139509,0.6252023379007975,0.24361651283118219,0.3909756391390053,0.616330083211263
11,0.5872301840782166,0.28496912213762765,0.44207755406951915,0.7111187090192522,0.6036070664723714,0.2702234464466981,0.42467214953632143,0.720779546101888
12,0.5810256818362645,0.29262680100428146,0.45043625921553754,0.7257840401785715,0.6089023590087891,0.25471778978977627,0.4051247278635364,0.6520745595296223
13,0.5730933121272496,0.30118033072515826,0.46106460964755186,0.7387562997000559,0.5907366832097372,0.28026261969159777,0.43686434016260517,0.7259985605875651
14,0.5644280045373099,0.311332037755326,0.47236115046363675,0.7596371241978237,0.5860301733016968,0.28775225708938035,0.446175040028355,0.8134732564290365
15,0.559024784224374,0.31758267911650756,0.479539245436166,0.7736812918526785,0.5772635181744893,0.292153940420327,0.45125041255541576,0.736782455444336
16,0.546594090121133,0.333626689362695,0.49782858906638006,0.7986975751604353,0.5820282697677612,0.2832124784536164,0.44057504653386653,0.7240341186523438
17,0.540042656149183,0.342610035840338,0.507967093391977,0.8146156964983259,0.5794506549835206,0.27753258813100723,0.4333789557360761,0.6911604563395183
18,0.5308807918003627,0.35466286808369174,0.5204951736056425,0.8302340044294085,0.5605513413747152,0.30261293339380535,0.46309466645725794,0.7361893971761068
19,0.5247088118961879,0.3637184956293941,0.5302833641347475,0.847696794782366,0.5424562215805053,0.3397452434196367,0.506087990999708,0.8502391815185547
20,0.5164533431189401,0.37403049456956516,0.5422681804205578,0.854398912702288,0.5484606345494588,0.32666882479141673,0.4917019046526201,0.8571999867757162
21,0.5033691464151655,0.3962758935968599,0.565104483467812,0.8819226946149553,0.5322380622227987,0.3531679893878511,0.5204776774607768,0.8734733581542968
22,0.4969284965310778,0.40381660802293573,0.572131719281135,0.8815268598284041,0.5320739150047302,0.3487356082099496,0.5159964315394707,0.8728052775065104
23,0.48811944961547854,0.41999428879345135,0.5879940598396409,0.8903296988351005,0.5173450867335002,0.3727764648358208,0.5416681922480683,0.8555566151936849
24,0.47405460255486626,0.4391690787158571,0.6088033365766362,0.9012300545828683,0.5259601871172587,0.3552213088831918,0.522783850647716,0.8750049591064453
25,0.4646523209980556,0.45861086145188973,0.6270458283874972,0.9104141671316964,0.5201296647389729,0.35370603108109167,0.520572844876692,0.8499893188476563
26,0.4579872850009373,0.4710856495565795,0.6376378455304322,0.9113633292061942,0.4968041261037191,0.399748402041288,0.5703967481202278,0.8906663258870443
27,0.4493491201741355,0.48582438365979475,0.6517020695164557,0.9156469290597098,0.511755367120107,0.3713515134840072,0.5397475191666208,0.8303413391113281
28,0.44257990786007473,0.4987282923874461,0.6630148622434099,0.9169218444824219,0.5194018244743347,0.3459773975815841,0.5122869482250694,0.793973159790039
29,0.4348179789951869,0.5111498715545307,0.6732289545329593,0.9194245038713728,0.5274693926175436,0.3236058017810613,0.487641952357692,0.7618134816487631
30,0.4233322160584586,0.5314446028574993,0.6917727665424122,0.9258151463099888,0.5166668931643168,0.3240648490958778,0.487060367503734,0.7388411204020182
31,0.4174795351709638,0.5434018257393507,0.7017293459751152,0.9265918186732701,0.48326769669850667,0.41662690659376683,0.586053159501401,0.8936258951822916
32,0.4050750548498971,0.5684865129933411,0.7220500899857749,0.9313627188546317,0.4762068152427673,0.4146659138681374,0.5848405322805974,0.9047590891520182
33,0.3947049149445125,0.590126137240753,0.7403835831929654,0.9377252851213728,0.46826765934626263,0.4367023534037271,0.607099989115742,0.8964797973632812
34,0.39074619565691265,0.5977289562873398,0.7449626582879468,0.9372935049874442,0.47167445421218873,0.4334163945894188,0.6028607309091509,0.8592530568440755
35,0.38126568760190693,0.6148480580599014,0.758656263914634,0.9402547345842633,0.4456457257270813,0.4755885872907738,0.6428927865690485,0.903192138671875
36,0.3722593198503767,0.6346020669207871,0.7745793869200202,0.9431383187430246,0.464035165309906,0.4159873162729876,0.5843931071521602,0.9032460530598958
37,0.3642363010134016,0.6464775327346115,0.7827452807271902,0.944572993687221,0.45210321148236593,0.45915905529747175,0.6261499231334972,0.904534657796224
38,0.3631926529748099,0.6465247733998257,0.7828732132264545,0.9420826067243303,0.42970249652862547,0.497176527664263,0.6623749889886305,0.9018511454264323
39,0.3529810404777527,0.67243079033414,0.802335702271277,0.946632821219308,0.4310351769129435,0.4920248923756543,0.6576473993302498,0.8951473236083984
40,0.3491040449483054,0.6735606588758158,0.8027477945987671,0.9451403590611049,0.45233314832051597,0.4569422565366033,0.625433313083084,0.8696829477945963
41,0.3396609284196581,0.6988892048701335,0.8208947146491258,0.9509408351353237,0.4451689203580221,0.4389223716343417,0.6086026126303984,0.8403504689534506
42,0.3314635559490749,0.7139071440501434,0.831680705988311,0.953266122000558,0.4155897617340088,0.5133016531716387,0.6753551236790735,0.9102947235107421
43,0.3326915209633963,0.705908114751547,0.8257818898298849,0.9491054861886161,0.4183993657430013,0.5037342030437005,0.6689173242542272,0.8975620269775391
44,0.32058474046843394,0.7382009520359889,0.848301383486237,0.9559796578543527,0.4094209591547648,0.5297604610172663,0.6909914741286003,0.9131324768066407
45,0.31621165071214946,0.7451964706277173,0.8531125558859367,0.956682608468192,0.4090723792711894,0.5140913442164711,0.677076878165913,0.8881150563557942
46,0.3087382684435163,0.7599471487249333,0.8626417280699863,0.958942391531808,0.40361663699150085,0.5405125316388606,0.6997590152516698,0.9126192728678385
47,0.30725348438535416,0.7639970426603598,0.8651368669793744,0.9582182312011719,0.4117725133895874,0.523610676482637,0.6861807320537056,0.894558334350586
48,0.3064656516483852,0.770626665462439,0.8695517398686624,0.9596604919433593,0.49851866960525515,0.29304403211756763,0.4457341674007044,0.879504648844401
49,0.29893285512924195,0.7847626604400876,0.8785859344842778,0.9610331290108817,0.4144664327303568,0.46788497084305214,0.633478160375767,0.9034891764322917
50,0.29483580555234634,0.7785480792010295,0.8742378671347815,0.9590826198032925,0.3978668252627055,0.5234367483290067,0.6850198621293497,0.9057390848795573
51,0.29518985518387386,0.7848872513547105,0.8779664541831279,0.9606265040806362,0.38808093468348187,0.5606604630816304,0.7174157877680156,0.9131217956542969
52,0.28605420095579964,0.799462103416315,0.8878482600208316,0.9619608633858817,0.40546334981918336,0.5161261104066746,0.6787937663510845,0.8825729370117188
53,0.27664437430245536,0.8259241136825075,0.9042319611312548,0.966188223702567,0.391668834288915,0.555879876840664,0.7130778493948853,0.9102970123291015
54,0.27760934352874755,0.8191122281111209,0.8996897859043562,0.9650093514578683,0.39842726786931354,0.5364443569159921,0.696468909090319,0.9104298909505208
55,0.2723910668918065,0.8334875075839998,0.9085163842002615,0.9667845589773996,0.3939155538876851,0.5557664900836152,0.7125406478360793,0.912701670328776
56,0.27105142763682777,0.8359263874420815,0.9101135524371144,0.9668713160923549,0.38420652945836387,0.5615302529081148,0.7175867904007877,0.9081320444742839
57,0.27222228561128886,0.8332466771339799,0.9085821756732847,0.965687016078404,0.37921933134396874,0.5475725318657106,0.7061732096837526,0.8993031819661458
58,0.26627278821808953,0.8354672195006231,0.9097703231526275,0.9659604099818638,0.3832842826843262,0.5693536656843815,0.7243125409576067,0.9145585378011067
59,0.25658750908715383,0.8625930207357452,0.9259825649607492,0.9700216456821986,0.3924845774968465,0.580690838844909,0.7327460312552915,0.906060791015625
60,0.25757281712123326,0.854437575651517,0.9210723722024328,0.968282972063337,0.38674546082814537,0.5660799758666442,0.7211369372581022,0.8998058319091797
61,0.2528070323807853,0.858308206829895,0.9234101213182121,0.9684344918387277,0.40558910767237344,0.5152640892936599,0.67826127225352,0.8799217224121094
62,0.25300129081521716,0.8603292160451143,0.9245638058585516,0.9685704040527344,0.433508829275767,0.48409092994100494,0.6486705866453601,0.9044139862060547
63,0.25323187095778327,0.861950531728175,0.9254283705965294,0.9684743608747209,0.38101757566134137,0.5789886343925297,0.7313425683438732,0.9120264689127604
64,0.24192205463136945,0.8788356447560708,0.9350657813563487,0.9717641993931362,0.36861370007197064,0.5731343173235992,0.7270850624737976,0.9172667185465495
65,0.23446976849011011,0.8895831801600386,0.9411744210477508,0.9735071454729353,0.3632801870505015,0.5841277586866696,0.7360668617640137,0.9178858439127604
66,0.2307266563177109,0.8945106874628076,0.9441257791226563,0.9738148498535156,0.358888836701711,0.591255489593287,0.7418753054735924,0.9192366282145182
67,0.23128508567810058,0.8935924228536002,0.9435541710999445,0.9739856828962054,0.36331519881884256,0.5831534383865833,0.7351992862111636,0.9181121826171875
68,0.23409219741821288,0.8902761530019414,0.9413777224808871,0.9740275355747768,0.35930374066034954,0.5913905733377839,0.7420500554428902,0.9186392466227213
